Région;Récolte;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
93 - Provence-Alpes-Côte d'Azur;BO - Bois d’œuvre;133,796;164,513;166,51;146,715;160,584;139,71;192,076;159,591;152,508;146,14;130,861;118,193;110,101;126,032;149,99;84,011;116,484;127,467;81,261;74,19
93 - Provence-Alpes-Côte d'Azur;     BO - dont grumes certifiées*;85,288;119,239;127,035;100,659;115,19;82,007;120,96;107,578;98,914;53,968;62,848;56,859;55,28;63,215;51,195;53;59,561;45,718;45,645;50,887
93 - Provence-Alpes-Côte d'Azur;     BO - Feuillus;4,636;7,029;2,519;6,147;2,095;1,79;0,105;0,029;2,617;1,14;2,994;2,142;1,742;4,159;14,483;9,186;14,725;13,91;3,547;11,626
93 - Provence-Alpes-Côte d'Azur;          BO - Chêne;0;0,1;0;1,104;0;0,2;0;0;0;0,028;0;0;0;0;9,68;8,42;12,716;8,592;0;0
93 - Provence-Alpes-Côte d'Azur;                BO - Chêne à tranchage et merrain;0;0,1;0;0;0;0;0;0;0;0,01;0;0;0;0;0,1;0,001;0;0;0;0
93 - Provence-Alpes-Côte d'Azur;                BO - Chêne à sciages;0;0;0;1,104;0;0,2;0;0;0;0,018;0;0;0;0;9,58;8,419;12,716;8,592;0;0
93 - Provence-Alpes-Côte d'Azur;          BO - Hêtre;0,537;0,279;0;0,412;0,547;0,65;0,049;0,024;0,063;0;0,135;0,15;0,251;0;0;0;0;0;0,12;0
93 - Provence-Alpes-Côte d'Azur;                BO - Hêtre à déroulage;0;0;0;0,068;0,5;0;0;0;0;0;0;0;0,103;0;0;0;0;0;0;0
93 - Provence-Alpes-Côte d'Azur;                BO - Hêtre à sciages;0,537;0,279;0;0,344;0,047;0,65;0,049;0,024;0,063;0;0,135;0,15;0,148;0;0;0;0;0;0,12;0
93 - Provence-Alpes-Côte d'Azur;          BO - Châtaignier;0;0;0;0;0;0;0;0;0,225;0,02;0;0,087;0;0;0;0;0;0;0;0
93 - Provence-Alpes-Côte d'Azur;          BO - Feuillus précieux;0,05;0,065;0,054;0,065;0;0;0,056;0,004;0,003;0,01;0,01;0,01;0,01;0,01;0;0;0;0;0,01;0,01
93 - Provence-Alpes-Côte d'Azur;          BO - Peuplier;4,025;6,549;2,435;4,529;1,548;0,94;0;0;2,04;1,082;2,549;1,895;1,481;3,349;2,577;0,736;2,009;3,832;3,217;0,906
93 - Provence-Alpes-Côte d'Azur;               BO - Peuplier à déroulage;3,894;4,931;2,386;4,325;1,548;0,669;0;0;1,93;0,57;1,869;1,895;1,481;2,049;2,509;0,736;2,009;3,832;3,217;0,906
93 - Provence-Alpes-Côte d'Azur;               BO - Peuplier à sciages;0,131;1,618;0,049;0,204;0;0,271;0;0;0,11;0,512;0,68;0;0;1,3;0,068;0;0;0;0;0
93 - Provence-Alpes-Côte d'Azur;          BO - Autres feuillus;0,024;0,036;0,03;0,037;0;0;0;0,001;0,286;0;0,3;0;0;0,8;2,226;0,03;0;1,486;0,2;10,71
93 - Provence-Alpes-Côte d'Azur;     BO - Conifères;129,16;157,484;163,991;140,568;158,489;137,92;191,971;159,562;149,891;145;127,867;116,051;108,359;121,873;135,507;74,825;101,759;113,557;77,714;62,564
93 - Provence-Alpes-Côte d'Azur;          BO - Sapin-épicéa (jusqu'en 2018);60,404;78,401;81,266;62,561;58,908;37,098;70,549;61,962;50,46;55,784;45,469;46,209;43,807;44,679;0;0;0;0;0;0
93 - Provence-Alpes-Côte d'Azur;          BO - Sapin (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,184;21,655;27,355;35,562;15,88;19,482
93 - Provence-Alpes-Côte d'Azur;          BO - Epicéa (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,16;1,539;2,966;4,222;4,16;0,174
93 - Provence-Alpes-Côte d'Azur;          BO - Douglas;0;0;0;0;1,916;0,636;0,085;0;0,011;0,2;0,282;0,088;0,268;1,59;0,27;0,128;0,317;0,504;0,439;0,218
93 - Provence-Alpes-Côte d'Azur;          BO - Mélèze;32,016;34,958;35,571;33,527;37,809;35,722;36,623;38,283;36,358;30,954;28,907;28,904;27,821;32,454;30,47;30,426;42,881;37,313;32,304;25,467
93 - Provence-Alpes-Côte d'Azur;          BO - Pin maritime;0,266;0,677;0,955;0,701;0,51;0,15;1,29;0,412;0,517;0,233;0,733;1;0,278;1,232;4,942;0,441;1,307;5,567;2,575;0,014
93 - Provence-Alpes-Côte d'Azur;               BO - Pin maritime à placages;0;0,19;0,149;0,076;0;0;0;0;0,053;0;0;0;0;0;0;0;0;0;0;0
93 - Provence-Alpes-Côte d'Azur;               BO - Pin maritime à sciages;0,266;0,487;0,806;0,625;0,51;0,15;1,29;0,412;0,464;0,233;0,733;1;0,278;1,232;4,942;0,441;1,307;5,567;2,575;0,014
93 - Provence-Alpes-Côte d'Azur;          BO - Pin sylvestre;14,616;15,291;17,411;19,509;40,024;38,519;41,391;38,046;40,169;34,786;34,4;23,147;18,252;22,408;30,211;5,855;9,73;13,813;4,464;1,968
93 - Provence-Alpes-Côte d'Azur;          BO - Autres conifères;21,858;28,157;28,788;24,27;19,322;25,795;42,033;20,859;22,376;23,043;18,076;16,703;17,933;19,51;28,27;14,781;17,203;16,576;17,892;15,241
93 - Provence-Alpes-Côte d'Azur;BI - Bois d'industrie;351,205;356,491;345,846;353,109;288,607;280,87;319,454;352,205;305,934;295,492;338,117;279,944;275,463;246,61;255,369;222,336;217,782;178,55;232,07;211,614
93 - Provence-Alpes-Côte d'Azur;   BI - Bois de trituration;350,82;355,76;345,599;352,322;284,354;275,936;315,806;348,226;303,406;293,605;337,177;278,53;274,413;243,913;241,859;199,62;173,276;152,773;217,601;198,901
93 - Provence-Alpes-Côte d'Azur;     BT - dont bois de trituration certifié*;123,794;160,892;171,132;148,911;93,489;81,015;100,075;93,477;73,096;89,563;102,397;69,179;92,332;60,272;68,184;78,274;63,617;70,241;62,984;109,499
93 - Provence-Alpes-Côte d'Azur;     BT - Feuillus;28,164;27,908;35,243;20,453;10,298;26,848;20,428;21,938;17,553;17,497;17,789;43,313;45,23;36,555;39,998;13,64;22,816;22,96;0,369;0,735
93 - Provence-Alpes-Côte d'Azur;     BT - Conifères;322,656;327,852;310,356;331,869;274,056;249,088;295,378;326,288;285,853;276,108;319,388;235,217;229,183;207,358;201,861;185,98;150,46;129,813;217,232;198,166
93 - Provence-Alpes-Côte d'Azur;          BT - Conifères blancs : sapin, épicéa;5,249;5,971;23,398;2,945;9,747;1,357;6,663;0,502;4,63;24,972;95,705;65,776;64,241;56,608;32,995;41,036;44,737;26,909;56,081;54,354
93 - Provence-Alpes-Côte d'Azur;          BT - Pins maritimes;6,948;20,34;11,321;7,784;7,395;25,175;6,696;20,546;17,057;34,368;20,419;9,487;5,919;5,831;4,339;3,88;25,898;5,619;57,399;41,295
93 - Provence-Alpes-Côte d'Azur;          BT - Autres conifères rouges;310,459;301,541;275,637;321,14;256,914;222,556;282,019;305,24;264,166;216,768;203,264;159,954;159,023;144,919;164,527;141,064;79,825;97,285;103,752;102,517
93 - Provence-Alpes-Côte d'Azur;   BI - Autres bois d'industrie;0,385;0,731;0,247;0,787;4,253;4,934;3,648;3,979;2,528;1,887;0,94;1,414;1,05;2,697;13,51;22,716;44,506;25,777;14,469;12,713
93 - Provence-Alpes-Côte d'Azur;     ABI - dont bois d'industrie certifié*;0,325;0,131;0;0,415;2,834;3,068;0,042;2,399;0,464;0;0,038;0,839;0,381;2,207;10,624;12,237;19,492;16,677;10,565;10,65
93 - Provence-Alpes-Côte d'Azur;     ABI - Feuillus;0;0,015;0,067;0,372;0;0,26;0;0,695;0;1,05;0;0,05;0,1;1,166;0,397;0;0;1,1;0;0
93 - Provence-Alpes-Côte d'Azur;     ABI - Conifères (dont poteaux);0,385;0,716;0,18;0,415;4,253;4,674;3,648;3,284;2,528;0,837;0,94;1,364;0,95;1,531;13,113;22,716;44,506;24,677;14,469;12,713
93 - Provence-Alpes-Côte d'Azur;BE - Bois énergie;177,616;147,1;107,73;125,472;137,909;139,726;208,807;206,99;267,025;283,349;249,907;388,712;398,515;499,965;452,095;331,966;373,885;395,694;324,297;280,825
93 - Provence-Alpes-Côte d'Azur;     BE - dont bois énergie certifié*;13,809;38,665;29,603;33,329;27,752;33,217;17,655;22,676;19,371;32,478;44,941;98,808;127,96;175,914;97,034;118,015;120,301;85,21;68,463;71,009
93 - Provence-Alpes-Côte d'Azur;     BE - Bois de chauffage commercialisé (bois bûche) (jusqu'en 2010);157,731;143,574;102,7;107,005;122,182;121,349;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93 - Provence-Alpes-Côte d'Azur;     BE - Bois de chauffage cédé gratuitement (jusqu'en 2010);1,405;1,67;0,817;0,984;0,896;0,688;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93 - Provence-Alpes-Côte d'Azur;     BE - Bois ronds > 2 m (dont carbonisation) (depuis 2011);0,04;0,034;0;0;0,107;0,141;28,054;10,351;26,32;83,415;97,238;127,845;109,364;224,689;257,854;213,752;213,595;241,1;133,984;125,841
93 - Provence-Alpes-Côte d'Azur;     BE - Bois en rondins et bûches < 2 m (depuis 2011);0;0;0;0;0;0;159,832;156,101;157,957;120,592;115,55;213,605;232,559;219,999;128,243;68,788;104,715;116,361;139,278;94,074
93 - Provence-Alpes-Côte d'Azur;     BE - Plaquettes forestières;18,44;1,822;4,213;17,483;14,724;17,548;20,921;40,538;82,748;79,342;37,119;47,262;56,592;55,277;65,998;49,426;55,575;38,233;51,035;60,91
94 - Corse;RBC - Récolte de bois commercialisé;32,771;38,826;18,732;23,298;51,771;28,892;82,154;71,728;118,715;35,583;18,761;26,574;22,179;23,728;13,76;18,129;24,518;14,311;16,316;17,013
94 - Corse;     RBC - dont bois certifié*;0;0;5,67;5,67;0;0;0,02;0;0;2,979;0,994;0;0,069;8,489;9,519;9,984;15,245;4,1;4,998;6,778
94 - Corse;BO - Bois d’œuvre;27,675;32,341;11,26;16,26;50,607;26,482;64,809;43,942;76,685;22,791;9,306;5,525;5,175;5,183;7,517;6,919;5,697;4,69;4,48;6,014
94 - Corse;     BO - dont grumes certifiées*;0;0;5;5;0;0;0,01;0;0;2,968;0,03;0;0;4,743;6,073;6,03;4,87;4,1;4;5,78
94 - Corse;     BO - Feuillus;0,418;0,368;0,088;0;0;0,398;0,11;11,501;12,245;2,925;3,731;0,55;0,6;0,52;1,487;1,389;0,867;0,59;0,48;0,234
94 - Corse;          BO - Chêne;0;0;0;0;0;0;0;0;0;0,008;0,932;0,45;0,4;0,14;0,125;0,83;0,827;0,01;0,01;0,007
94 - Corse;                BO - Chêne à tranchage et merrain;0;0;0;0;0;0;0;0;0;0,008;0,032;0,1;0,05;0,04;0,025;0,73;0,727;0,01;0,01;0,007
94 - Corse;                BO - Chêne à sciages;0;0;0;0;0;0;0;0;0;0;0,9;0,35;0,35;0,1;0,1;0,1;0,1;0;0;0
94 - Corse;          BO - Hêtre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0
94 - Corse;                BO - Hêtre à déroulage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;                BO - Hêtre à sciages;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0
94 - Corse;          BO - Châtaignier;0,412;0,362;0,082;0;0;0;0,11;0,089;0,833;0,342;0,65;0,1;0,2;0,38;0,018;0,059;0,04;0,33;0,22;0,227
94 - Corse;          BO - Feuillus précieux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BO - Peuplier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;               BO - Peuplier à déroulage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;               BO - Peuplier à sciages;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BO - Autres feuillus;0,006;0,006;0,006;0;0;0,398;0;11,412;11,412;2,575;2,149;0;0;0;1,344;0;0;0,25;0,25;0
94 - Corse;     BO - Conifères;27,257;31,973;11,172;16,26;50,607;26,084;64,699;32,441;64,44;19,866;5,575;4,975;4,575;4,663;6,03;5,53;4,83;4,1;4;5,78
94 - Corse;          BO - Sapin-épicéa (jusqu'en 2018);0;0;0;0;0;0;0,738;0,4;0,338;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BO - Sapin (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BO - Epicéa (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
94 - Corse;          BO - Douglas;0;0;0;0;0;0;0;0;0;0,025;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BO - Mélèze;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BO - Pin maritime;3,95;0,95;1,05;1,5;1,5;2;12,854;1,2;11,654;0,4;0,3;0;0;0;0;0;0,8;0;0;1,33
94 - Corse;               BO - Pin maritime à placages;0;0;0,6;1,5;1,5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;               BO - Pin maritime à sciages;3,95;0,95;0,45;0;0;0;12,854;1,2;11,654;0,4;0,3;0;0;0;0;0;0,8;0;0;1,33
94 - Corse;          BO - Pin sylvestre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BO - Autres conifères;23,307;31,023;10,122;14,76;49,107;24,084;51,107;30,841;52,448;19,441;5,275;4,975;4,575;4,663;0,03;5,53;4,03;4,1;4;4,45
94 - Corse;BI - Bois d'industrie;0,525;2,125;2,125;2,53;0,4;0,402;3,45;3,2;0,6;0,16;0;0;0;0;0;0;0,1;0;0;0
94 - Corse;   BI - Bois de trituration;0;0;0;0;0;0,001;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0
94 - Corse;     BT - dont bois de trituration certifié*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;     BT - Feuillus;0;0;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;     BT - Conifères;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BT - Conifères blancs : sapin, épicéa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BT - Pins maritimes;0;0;0;0;0;0;0;0;0;0,16;0;0;0;0;0;0;0;0;0;0
94 - Corse;          BT - Autres conifères rouges;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;   BI - Autres bois d'industrie;0,525;2,125;2,125;2,53;0,4;0,401;3,45;3,2;0,6;0;0;0;0;0;0;0;0,1;0;0;0
94 - Corse;     ABI - dont bois d'industrie certifié*;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;     ABI - Feuillus;0,525;2,125;2,125;2,53;0,4;0,401;3,45;3,2;0;0;0;0;0;0;0;0;0,1;0;0;0
94 - Corse;     ABI - Conifères (dont poteaux);0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;BE - Bois énergie;4,571;4,36;5,347;4,508;0,764;2,008;13,895;24,586;41,43;12,632;9,455;21,049;17,004;18,545;6,243;11,21;18,721;9,621;11,836;10,999
94 - Corse;     BE - dont bois énergie certifié*;0;0;0,67;0,67;0;0;0;0;0;0,011;0,964;0;0,069;3,746;3,446;3,954;10,375;0;0,998;0,998
94 - Corse;     BE - Bois de chauffage commercialisé (bois bûche) (jusqu'en 2010);4,524;3,283;3,125;3,417;0,764;1,473;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;     BE - Bois de chauffage cédé gratuitement (jusqu'en 2010);0,047;0,013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94 - Corse;     BE - Bois ronds > 2 m (dont carbonisation) (depuis 2011);0;0;0;0;0;0,535;2,471;16,442;28,521;0,399;0,931;0,931;11,926;11,548;1,877;2,327;1,077;5,493;8,19;2,947
94 - Corse;     BE - Bois en rondins et bûches < 2 m (depuis 2011);0;0;0;0;0;0;6,254;4,698;3,229;5,253;5,038;6,818;3,481;5,4;4,366;6,126;8,068;4,128;3,646;3,581
94 - Corse;     BE - Plaquettes forestières;0;1,064;2,222;1,091;0;0;5,17;3,446;9,68;6,98;3,486;13,3;1,597;1,597;0;2,757;9,576;0;0;4,471
France métropolitaine;RBC - Récolte de bois commercialisé;35614,8;36540,612;37720,33;35535,616;38619,747;39817,618;39635,661;35187,906;35894,844;37510,804;37200,594;37687,019;38340,846;38893,552;38151,545;36619,942;39860,875;39929,646;39139,388;38083,54
France métropolitaine;     RBC - dont bois certifié*;10897,748;14890,929;16636,125;16269,36;23422,607;23047,915;21487,203;18361,794;18667,808;19673,174;19157,015;20476,866;21281,692;21297,158;20889,21;20516,015;21224,859;21360,879;20357,57;20148,799
France métropolitaine;BO - Bois d’œuvre;20598,701;21487,339;22770,51;21134,539;22493,32;21042,589;20996,822;18217,063;18535,147;19344,903;18817,574;19089,434;19430,878;20042,141;19558,115;18462,966;20854,279;20026,281;18511,142;18298,04
France métropolitaine;     BO - dont grumes certifiées*;6026,446;8594,131;10201,097;9614,206;14015,38;11981,234;11438,854;9807,301;9919,05;10409,782;9839,184;10765,584;11054,796;10984,607;10639,496;10077,347;10641,263;10378,177;9613,303;9610,003
France métropolitaine;     BO - Feuillus;5857,546;5854,228;6343,142;6086,287;5228,001;5121,085;5504,676;4978,129;4861,787;5209,055;5144,676;5391,886;5303,722;5443,108;5313,353;4751,356;5015,498;5287,711;4813,119;4485,224
France métropolitaine;          BO - Chêne;2752,661;2640,482;2807,523;2704,739;2314,514;2155;2385,665;2140,941;2128,728;2195,794;2238,577;2351,989;2348,006;2392,182;2331,841;2163,901;2164,244;2273,802;2155,223;1972,677
France métropolitaine;                BO - Chêne à tranchage et merrain;272,637;252,363;276,93;335,736;275,932;257,93;264,734;266,557;280,406;270,706;265,92;288,411;301,883;350,359;317,413;255,739;261,559;289,311;286,934;243,084
France métropolitaine;                BO - Chêne à sciages;2480,024;2388,119;2530,593;2369,003;2038,582;1897,07;2120,931;1874,384;1848,322;1925,088;1972,657;2063,578;2046,123;2041,823;2014,428;1908,162;1902,685;1984,491;1868,289;1729,593
France métropolitaine;          BO - Hêtre;1137,627;1171,683;1324,496;1263,724;1063,61;1140,246;1168,457;1111,45;1086,252;1173,461;1108,686;1034,658;983,102;1041,517;935,93;837,557;894,782;927,907;857,424;794,516
France métropolitaine;                BO - Hêtre à déroulage;116,641;159,874;152,026;127,196;100,478;83,48;90,547;121,43;77,88;82,871;77,744;58,022;59,619;82,937;65,412;48,356;45,733;42,126;38,075;23,879
France métropolitaine;                BO - Hêtre à sciages;1020,986;1011,809;1172,47;1136,528;963,132;1056,766;1077,91;990,02;1008,372;1090,59;1030,942;976,636;923,483;958,58;870,518;789,201;849,049;885,781;819,349;770,637
France métropolitaine;          BO - Châtaignier;271,493;260,055;252,753;188,873;139,211;164,226;136,127;133,39;104,589;109,331;88,055;103,785;92,822;91,248;105,668;88,205;105,491;126,762;117,417;119,027
France métropolitaine;          BO - Feuillus précieux;187,62;206,475;202,601;210,405;172,177;162,293;149,145;168,503;160,15;181,629;184,465;225,205;219,067;251,65;274,432;223,958;242,342;256,921;304,445;295,755
France métropolitaine;          BO - Peuplier;1325,275;1393,151;1575,282;1422,521;1292,749;1235,75;1389,632;1127,813;1117,231;1297,273;1263,126;1362,728;1403,974;1455,877;1449,521;1281,105;1419,181;1490,631;1214,238;1177,497
France métropolitaine;               BO - Peuplier à déroulage;847,124;862,145;993,566;914,247;885,706;802,289;881,299;658,649;672,492;777,918;784,436;890,102;962,934;1046,087;1041,369;973,284;1071,435;1076,875;866,993;911,611
France métropolitaine;               BO - Peuplier à sciages;478,151;531,006;581,716;508,274;407,043;433,461;508,333;469,164;444,739;519,355;478,69;472,626;441,04;409,79;408,152;307,821;347,746;413,756;347,245;265,886
France métropolitaine;          BO - Autres feuillus;182,87;182,382;180,487;296,025;245,74;263,57;275,65;296,032;264,837;251,567;261,767;313,521;256,751;210,634;215,961;156,63;189,458;211,688;164,372;125,752
France métropolitaine;     BO - Conifères;14741,155;15633,111;16427,368;15048,252;17265,319;15921,504;15492,146;13238,934;13673,36;14135,848;13672,898;13697,548;14127,156;14599,033;14244,762;13711,61;15838,781;14738,57;13698,023;13812,816
France métropolitaine;          BO - Sapin-épicéa (jusqu'en 2018);6577,416;7241,292;7277,805;6455,61;5711,954;6419,102;6700,1;6310,662;6512,035;6668,11;6347,817;6219,488;6494,357;6664,357;0;0;0;0;0;0
France métropolitaine;          BO - Sapin (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;3377,47;2183,576;2918,645;2981,185;3028,711;3020,045
France métropolitaine;          BO - Epicéa (depuis 2019);0;0;0;0;0;0;0;0;0;0;0;0;0;0;3420,193;4619,774;5358,621;4326,836;3924,788;3885,275
France métropolitaine;          BO - Douglas;1554,712;1664,493;1814,067;1873,125;1533,522;1750,335;2004,808;1992,569;2107,489;2275,087;2219,377;2309,484;2662,058;2919,217;2967,099;3131,136;3179,328;2833,838;2727,582;2759,194
France métropolitaine;          BO - Mélèze;109,518;88,436;117,235;115,178;161,113;108,556;152,056;114,904;98,009;91,469;90,049;97,409;103,856;105,535;97,464;83,602;110,406;101,17;95,112;77,455
France métropolitaine;          BO - Pin maritime;5056,087;5050,42;5592,515;5028,764;8586,334;6178,665;5173,549;3524,958;3651,651;3673,723;3733,865;3756,721;3628,849;3601,455;3202,526;2606,645;3078,921;3252,329;2830,516;2971,427
France métropolitaine;               BO - Pin maritime à placages;325,445;357,892;377,018;388,445;670,402;310,547;294,079;285,267;289,249;319,413;289,089;290,668;307,711;275,45;265,088;252,416;276,53;262,446;237,704;198,606
France métropolitaine;               BO - Pin maritime à sciages;4730,642;4692,528;5215,497;4640,319;7915,932;5868,118;4879,47;3239,691;3362,402;3354,31;3444,776;3466,053;3321,138;3326,005;2937,438;2354,229;2802,391;2989,883;2592,812;2772,821
France métropolitaine;          BO - Pin sylvestre;909,311;1065,366;1088,454;934,942;712,37;860,883;850,167;730,571;703,009;722,455;750,413;726,978;701,273;673,857;591,339;551,278;647,71;705,702;627,202;534,66
France métropolitaine;          BO - Autres conifères;534,111;523,104;537,292;640,633;560,026;603,963;611,466;565,27;601,167;705,004;531,377;587,468;536,763;634,612;588,671;535,599;545,15;537,51;464,112;564,76
France métropolitaine;BI - Bois d'industrie;12174,37;11983,891;12184,474;11367,058;12347,715;14205,197;12622,985;11336,237;10402,6;11122,382;10741,737;10560,709;10542,023;10339,601;10532,111;10022,361;10124,801;10308,752;10263,715;10045,773
France métropolitaine;   BI - Bois de trituration;11719,659;11480,254;11802,578;10969,57;11961,429;13832,194;12111,652;10701,46;9648,1;10418,965;10118,181;9953,177;9853,333;9583,726;9854,254;9476,15;9468,054;9659,168;9619,204;9426,258
France métropolitaine;     BT - dont bois de trituration certifié*;4263,329;5286,812;5453,085;5646,674;7773,186;8938,597;7513,252;6145,683;5633,59;6292,563;5659,692;5632,887;5689,681;5652,116;5884,463;5984,749;5811,938;5984,145;5670,665;5815,36
France métropolitaine;     BT - Feuillus;5106,269;4856,149;5041,997;4721,624;3818,778;4136,801;4212,91;4336,382;3887,911;4386,766;4441,606;4326,909;4257,057;4132,82;4048,614;3795,949;3723,822;3873,832;3640,47;3283,647
France métropolitaine;     BT - Conifères;6613,39;6624,105;6760,581;6247,946;8142,651;9695,393;7898,742;6365,078;5760,189;6032,199;5676,575;5626,268;5596,276;5450,906;5805,64;5680,201;5744,232;5785,336;5978,734;6142,611
France métropolitaine;          BT - Conifères blancs : sapin, épicéa;1568,752;1644,784;1639,804;1317,575;1178,204;1290,653;1490,42;1472,76;1327,693;1482,595;1537,242;1482,248;1475,888;1547,098;1748,123;1904,029;1949,629;1650,788;1493,353;1559,807
France métropolitaine;          BT - Pins maritimes;3088,074;3038,71;3247,814;3126,702;5509,309;6663,942;4769,892;3264,936;2833,229;2910,119;2556,88;2642,11;2572,373;2570,449;2833,505;2554,435;2630,607;3008,791;3302,254;3394,16
France métropolitaine;          BT - Autres conifères rouges;1956,564;1940,611;1872,963;1803,669;1455,138;1740,798;1638,43;1627,382;1599,267;1639,485;1582,453;1501,91;1548,015;1333,359;1224,012;1221,737;1163,996;1125,757;1183,127;1188,644
France métropolitaine;   BI - Autres bois d'industrie;454,711;503,637;381,896;397,488;386,286;373,003;511,333;634,777;754,5;703,417;623,556;607,532;688,69;755,875;677,857;546,211;656,747;649,584;644,511;619,515
France métropolitaine;     ABI - dont bois d'industrie certifié*;50,539;123,678;59,194;95,184;112,713;133,851;195,739;259,328;298,657;205,116;247,249;291,588;364,091;314,169;277,604;246,194;243,207;227,189;248,336;228,255
France métropolitaine;     ABI - Feuillus;268,761;308,04;272,564;261,833;294,204;249,599;268,506;307,027;367,116;335,487;275,061;288,407;326,759;481,074;371,464;308,295;313,387;358,738;384,546;368,243
France métropolitaine;     ABI - Conifères (dont poteaux);185,95;195,597;109,332;135,655;92,082;123,404;242,827;327,75;387,384;367,93;348,495;319,125;361,931;274,801;306,393;237,916;343,36;290,846;259,965;251,272
France métropolitaine;BE - Bois énergie;2841,729;3069,382;2765,346;3034,019;3778,712;4569,832;6015,854;5634,606;6957,097;7043,519;7641,283;8036,876;8367,945;8511,81;8061,319;8134,615;8881,795;9594,613;10364,531;9739,727
France métropolitaine;     BE - dont bois énergie certifié*;557,434;886,308;922,749;913,296;1521,328;1994,233;2339,358;2149,482;2816,511;2765,713;3410,89;3786,807;4173,124;4346,266;4087,647;4207,725;4528,451;4771,368;4825,266;4495,181
France métropolitaine;     BE - Bois de chauffage commercialisé (bois bûche) (jusqu'en 2010);2350,036;2546,952;2264,606;2350,323;2756,683;2936,957;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France métropolitaine;     BE - Bois de chauffage cédé gratuitement (jusqu'en 2010);267,721;240,183;199,365;242,11;184,023;250,093;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France métropolitaine;     BE - Bois ronds > 2 m (dont carbonisation) (depuis 2011);29,214;51,153;44,421;35,477;60,61;88,257;1241,534;1170,079;1306,945;1276,16;1374,953;1441,176;1930,012;1946,812;1835,832;2022,923;1873,374;1991,496;2090,508;1932,152
France métropolitaine;     BE - Bois en rondins et bûches < 2 m (depuis 2011);0;0;0;0;0;0;3526,772;3262,219;3804,626;3484,761;3390,95;3331,5;3783,283;3863,244;3529,107;3047,442;3587,926;3819,455;3890,72;3558,943
France métropolitaine;     BE - Plaquettes forestières;194,758;231,094;256,954;406,109;777,396;1294,525;1247,548;1202,308;1845,526;2282,598;2875,38;3264,2;2654,65;2701,754;2696,38;3064,25;3420,495;3783,662;4383,303;4248,632
